Style,Style DescriptioItnem,Item DescriptioCnolor Color Descr Grid,Size,,,Variant,Made In,Department Gender,,Product FamilyProduct SubgroQutpy,,RRP,,Unit Price,Total Sell,WH Mov. Ref.,Carton No,EAN code,SKU Tariff code,,Unit Weight KG,Total Unit Weight,Material1 Material1 composition,Finish1 Material2,Material2 composition,,Finish2,Material3,,Material3 composition,Finish3,Lining Type,Lining Composition
595807,TERSEL 06676,CALF PLAIN F380 BLACK,20,1,,,CN,Accessories MENS,ACC LLG CROSS BODY 6,,€5 30.00,,,€,9 5.40,€,5 72.40,WFCH01/2023/03/1846-322,CH-2022-000124270,7612501229908,622875800142029100,0.972,5.832,CALF M1:100%Bovine,PLAIN FABRIC M2:100%Polyester,,STRIPED,,LN:100%Cotton
595179,COSMY.TSP 18503,CALF GRAINEDF007 INK 15,20,1,,,IT,Accessories MENS,ACC LLG CROSS BODY 3,,€7 50.00,,,€,1 35.00,€,4 05.00,WFCH01/2023/03/1846-323,CH-2022-000124270,7612510860659,622630600142022100,0.864,2.592,CALF M1:100%Calf,GRAINEDCALF M2:100%Calf,,PLAIN,M3:100%Calf,LN:100%Cotton
591719,CURRIOS.TSP 21703,FABRIC FABRICF015 ANTRACITE 18 20,,1,,,CN,Accessories MENS,ACC LLG CROSS BODY 2,,€3 10.00,,,€,5 5.80,€,1 11.60,WFCH01/2023/03/1846-324,CH-2022-000124281,7612510864930,622630800142029200,0.504,1.008,FABRIC M1:PA74PL25PU01,FABRIC CALF M2:100%Calf,,PLAIN,M3:100%Polyester,LN:100%Polyester
600451,M9PO031L-4S0234446,SHEEP LEATHERF577 COFFEE/BLACK07,,8,,,IT,Ready to WearMENS,RTW ACCESSORGIELOS VES 2,,€3 00.00,,,€,5 4.00,€,1 08.00,WFCH01/2023/03/1846-325,CH-2022-000124287,7612501945792,623495500542032900,0.113,0.226,SHEEP Sheep,LEATHER,,,,
600451,M9PO031L-4S0234446,SHEEP LEATHERF577 COFFEE/BLACK07,,8.5,,,IT,Ready to WearMENS,RTW ACCESSORGIELOS VES 2,,€3 00.00,,,€,5 4.00,€,1 08.00,WFCH01/2023/03/1846-325,CH-2022-000124287,7612501945808,6234955004 2032900,0.113,0.226,SHEEP Sheep,LEATHER,,,,
600582,L7GM483T-6S20414740,SILK PRINTED F503 LINO,16,1,,,IT,Ready to WearLADIES,RTW ACCESSORCIAESRRE ? 2,,€2 30.00,,,€,4 1.40,€,82.80,WFCH01/2023/03/1846-326,CH-2022-000110618,7612506438282,623750800162141000,0.052,0.104,SILK Silk,PRINTED,,,,
601969,PARMEL 25324,BOVINE GRAINEF4D75 46610 FLOW 2134,,7,,F,IT,Shoes MENS,SHOES DRIVER 2,,€4 20.00,,,€,7 5.60,€,1 51.20,WFCH01/2023/03/1846-327,CH-2022-000118062,7612506391877,623795203264039992,0.829,1.658,BOVINE M1:100%Bovine,GRAINEDCALF M2:100%Calf,,PLAIN,M3:100%Polyethylene,LN:100%Calf
601969,PARMEL 25324,BOVINE GRAINEF4D75 46610 FLOW 2134,,8,,F,IT,Shoes MENS,SHOES DRIVER 1,,€4 20.00,,,€,7 5.60,€,75.60,WFCH01/2023/03/1846-327,CH-2022-000118062,7612506391891,623795203064039992,0.829,0.829,BOVINE M1:100%Bovine,GRAINEDCALF M2:100%Calf,,PLAIN,M3:100%Polyethylene,LN:100%Calf
601969,PARMEL 25324,BOVINE GRAINEF4D75 46610 FLOW 2134,,8.5,,F,IT,Shoes MENS,SHOES DRIVER 1,,€4 20.00,,,€,7 5.60,€,75.60,WFCH01/2023/03/1846-327,CH-2022-000118062,7612506391907,623795202964039992,0.829,0.829,BOVINE M1:100%Bovine,GRAINEDCALF M2:100%Calf,,PLAIN,M3:100%Polyethylene,LN:100%Calf
601969,PARMEL 25324,BOVINE GRAINEF4D75 46610 FLOW 2134,,9.5,,F,IT,Shoes MENS,SHOES DRIVER 1,,€4 20.00,,,€,7 5.60,€,75.60,WFCH01/2023/03/1846-327,CH-2022-000118062,7612506391921,623795202764039992,0.829,0.829,BOVINE M1:100%Bovine,GRAINEDCALF M2:100%Calf,,PLAIN,M3:100%Polyethylene,LN:100%Calf
598891,JACKIE 45 23864,CALF PLAIN F108 03015 BONE 1505,,35.5,,E,IT,Shoes LADIES,SHOES PUMP 1,,€495.00,,,€,8 9.10,€,89.10,WFCH01/2023/03/1846-328,CH-2022-000118077,7612501375292,623109301464035993,0.548,0.548,CALF M1:100%Calf,PLAIN CALF M2:100%Calf,,PLAIN,M3:100%Goat,LN:100%Goat
598891,JACKIE 45 23864,CALF PLAIN F108 03015 BONE 1505,,36,,E,IT,Shoes LADIES,SHOES PUMP 1,,€495.00,,,€,8 9.10,€,89.10,WFCH01/2023/03/1846-328,CH-2022-000118077,7612501375308,623109301364035993,0.548,0.548,CALF M1:100%Calf,PLAIN CALF M2:100%Calf,,PLAIN,M3:100%Goat,LN:100%Goat
598891,JACKIE 45 23864,CALF PLAIN F108 03015 BONE 1505,,36.5,,E,IT,Shoes LADIES,SHOES PUMP 1,,€495.00,,,€,8 9.10,€,89.10,WFCH01/2023/03/1846-328,CH-2022-000118077,7612501375315,623109301264035993,0.548,0.548,CALF M1:100%Calf,PLAIN CALF M2:100%Calf,,PLAIN,M3:100%Goat,LN:100%Goat
598891,JACKIE 45 23864,CALF PLAIN F108 03015 BONE 1505,,41,,E,IT,Shoes LADIES,SHOES PUMP 1,,€495.00,,,€,8 9.10,€,89.10,WFCH01/2023/03/1846-328,CH-2022-000118077,7612501375407,623109300364035993,0.548,0.548,CALF M1:100%Calf,PLAIN CALF M2:100%Calf,,PLAIN,M3:100%Goat,LN:100%Goat
599943,VALIAN 24759,BOVINE GRAINEF0D80 BLACK,23,1,,,IT,Accessories LADIES,ACC SLG COIN PURSE 1,,€1 95.00,,,€,3 5.10,€,35.10,WFCH01/2023/03/1846-329,CH-2022-000118092,7612501960290,623518400142023100,0.075,0.075,BOVINE M1:100%Bovine,GRAINED M2:100%Calf,,,,LN:100%Polyester
601094,ELVI 85 25455,CALF PLAIN F000 0100 BLACK,05,40,,E,IT,Shoes LADIES,SHOES PUMP 1,,€520.00,,,€,9 3.60,€,93.60,WFCH01/2023/03/1846-330,CH-2022-000118078,7612506436127,623823000564035993,0.434,0.434,CALF M1:100%Calf,PLAIN,,,,LN:100%Goat
590787,TEISEL.LT.IFL 19412,BOVINE EMBOSFS0E1D0 BLACK,20,1,,,CN,Accessories MENS,ACC SLG ID COIN WALLET 24,,€185.00,,,€,3 3.30,€,7 99.20,WFCH01/2023/03/1846-331,CH-2022-000124261,7612510371889,621962800142023100,0.079,1.896,BOVINE M1:100%Bovine,EMBOSSEBDOVINE M2:100%Bovine,,EMBOSSED,,LN:100%Polyester
599870,DONNY 75 24726,CALF PLAIN F000 0100 BLACK,05,37,,E,IT,Shoes LADIES,SHOES LONG BOOT 3,,€7 70.00,,,€,1 38.60,€,4 15.80,WFCH01/2023/03/1846-332,CH-2022-000118100,7612501948748,623526101164039100,1.066,3.198,CALF M1:100%Calf,PLAIN,,,,LN:100%Goat
603559,M9PO032L-1S12469223,MIX COTTON F618 COCOA,11,1,,,IT,Ready to WearMENS,RTW ACCESSORGIELOS VES 36,,€3 00.00,,,€,5 4.00,€,"1 ,944.00",WFCH01/2023/03/1846-333,CH-2022-000124280,7617659093678,624014500142032900,0.109,3.924,MIX COTTONM1:Polyamide,PRINTED M2:Lamb,,,,L1:WO
597039,LAIKA SUZY.EX 21946,WATERSNAKE MF0A5T4T MULTICOLOR,23,1,,,IT,Accessories LADIES,ACC SLG MINIBAG 4,,€280.00,,,€,5 0.40,€,2 01.60,WFCH01/2023/03/1846-334,CH-2022-000124289,7612501250827,623000400142022100,0.119,0.476,WATERSNAKME1:100%KingRatSnake,MATT CALF M2:100%Bovine,,EMBOSSED,M3:100%Calf,LN:100%Cotton
600582,L7GM483T-6S20414740,SILK PRINTED F602 OCEANIA 21,16,1,,,IT,Ready to WearLADIES,RTW ACCESSORCIAERSRE ? 2,,€2 30.00,,,€,4 1.40,€,82.80,WFCH01/2023/03/1846-335,CH-2022-000124290,7612506438671,623750900162141000,0.052,0.104,SILK Silk,PRINTED,,,,
600216,ON THE GO DU2F4FL3E82,FABRIC FABRICF027 44701 INK 15,20,1,,,CN,Accessories MENS,ACC LLG DUFFLE 2,,€6 30.00,,,€,1 13.40,€,2 26.80,WFCH01/2023/03/1846-336,CH-2022-000100456,7612506328422,623714900142029200,0.750,1.500,FABRIC EX:72Nylon18PolyurethaneF0A5BRoIvCineB0O4PVoINlyEester01Polyester Rec.,,,,,LN:Polyester
603284,M5BA705F-522253475,MIX POLYAMIDFE6 S1O8LID COCOA,09,50,,,IT,Ready to WearMENS,RTW CLOTHINGOTHER 2,,€9 00.00,,,€,1 62.00,€,3 24.00,WFCH01/2023/03/1846-337,CH-2022-000116333,7617659111778,6240009006 2014000,0.277,0.554,MIX POLYAMMID1:ENylon,SOLID,,,,L1:PL
600261,PAIPEL 21801,DEER GRAINEDF066 44701 INK 15,34,6,,F,IT,Shoes MENS,SHOES DRIVER 1,,€420.00,,,€,7 5.60,€,75.60,WFCH01/2023/03/1846-338,CH-2022-000118063,7612501606433,623444503464039992,0.731,0.731,DEER M1:100%Deer,GRAINEDSYNTHETIC M2:100%Polyethylene,,FABRIC,,LN:100%Calf
600261,PAIPEL 21801,DEER GRAINEDF066 44701 INK 15,34,9,,F,IT,Shoes MENS,SHOES DRIVER 1,,€420.00,,,€,7 5.60,€,75.60,WFCH01/2023/03/1846-338,CH-2022-000118063,7612501606495,623444502864039992,0.731,0.731,DEER M1:100%Deer,GRAINEDSYNTHETIC M2:100%Polyethylene,,FABRIC,,LN:100%Calf
602165,DIANET FLAT 25561,LAMB PLAIN F010 23351 CORDA 2015,,36,,E,IT,Shoes LADIES,SHOES FLAT PUMP 1,,€4 90.00,,,€,8 8.20,€,88.20,WFCH01/2023/03/1846-339,CH-2022-000118098,7612506341384,623810401364035993,0.395,0.395,LAMB M1:100%Lamb,PLAIN LAMB M2:100%Lamb,,PLAIN,,LN:100%Goat
602165,DIANET FLAT 25561,LAMB PLAIN F010 23351 CORDA 2015,,37,,E,IT,Shoes LADIES,SHOES FLAT PUMP 1,,€4 90.00,,,€,8 8.20,€,88.20,WFCH01/2023/03/1846-339,CH-2022-000118098,7612506341407,623810401164035993,0.395,0.395,LAMB M1:100%Lamb,PLAIN LAMB M2:100%Lamb,,PLAIN,,LN:100%Goat
602165,DIANET FLAT 25561,LAMB PLAIN F010 23351 CORDA 2015,,41,,E,IT,Shoes LADIES,SHOES FLAT PUMP 2,,€4 90.00,,,€,8 8.20,€,1 76.40,WFCH01/2023/03/1846-339,CH-2022-000118098,7612506341483,623810400364035993,0.395,0.790,LAMB M1:100%Lamb,PLAIN LAMB M2:100%Lamb,,PLAIN,,LN:100%Goat
600323,BRINELLE-NEW2-4C5V92,CALF PLAIN F007 0300 WHITE,05,38,,E,CN,Shoes LADIES,SHOES SNEAKER 1,,€4 95.00,,,€,8 9.10,€,89.10,WFCH01/2023/03/1846-340,CH-2022-000118101,7612501920935,623472500464039993,0.573,0.573,CALF M1:100%Calf,PLAIN LAMB M2:100%Lamb,,PLAIN,M3:100%Kid,LN:100%Calf
600323,BRINELLE-NEW2-4C5V92,CALF PLAIN F007 0300 WHITE,05,40,,E,CN,Shoes LADIES,SHOES SNEAKER 1,,€4 95.00,,,€,8 9.10,€,89.10,WFCH01/2023/03/1846-340,CH-2022-000118101,7612501920959,623472500264039993,0.573,0.573,CALF M1:100%Calf,PLAIN LAMB M2:100%Lamb,,PLAIN,M3:100%Kid,LN:100%Calf
600323,BRINELLE-NEW2-4C5V92,CALF PLAIN F007 0300 WHITE,05,41,,E,CN,Shoes LADIES,SHOES SNEAKER 1,,€4 95.00,,,€,8 9.10,€,89.10,WFCH01/2023/03/1846-340,CH-2022-000118101,7612501920966,623472500164039993,0.573,0.573,CALF M1:100%Calf,PLAIN LAMB M2:100%Lamb,,PLAIN,M3:100%Kid,LN:100%Calf
601996,L7GM526F-9S2601740,SILK PRINTED F514 SAGE,16,1,,,IT,Ready to WearLADIES,RTW ACCESSORBIAENS DEAU 2,,€9 5.00,,,€,1 7.10,€,34.20,WFCH01/2023/03/1846-341,CH-2022-000118079,7612506436417,623749900162141000,0.024,0.048,SILK Silk,PRINTED,,,,
597066,KYRAH SM.TR 21787,CALF PLAIN F020 BLACK,23,1,,,IT,Accessories LADIES,ACC LLG TOP HANDLE 1,,"€ 1 ,195.00",,,€,2 15.10,€,2 15.10,WFCH01/2023/03/1846-342,CH-2022-000124281,7612501237781,622969700142022100,0.839,0.839,CALF M1:100%Calf,PLAIN CALF M2:100%Calf,,EMBOSSED,M3:100%Calf,LN:CO55LI45
601948,BYLLET 25277,CALF RUBBER-CFO00A0TED BLACK,02,43,,E,CN,Shoes MENS,SHOES SNEAKER 1,,€370.00,,,€,6 6.60,€,66.60,WFCH01/2023/03/1846-343,CH-2022-000100473,7612506376072,623771800464039992,0.711,0.711,CALF M1:100%Calf,RUBBER-COALAFTED M2:100%Calf,,PLAIN,M3:100%Calf,LN:100%Calf
597346,M0BA153F-397178795,MIX POLYESTERF 7B5O0NDED INK 15,09,50,,,IT,Ready to WearMENS,RTW CLOTHINGCOAT 1,,€995.00,,,€,1 79.10,€,1 79.10,WFCH01/2023/03/1846-344,CH-2022-000100486,7612501287458,6229544006 2014000,1.284,1.284,MIX POLYESMTE1R:46PL28WO24CO02EA,BONDED M2:Nylon,,,,L1:PL/L2:CO/L3:PL
597346,M0BA153F-397178795,MIX POLYESTERF 7B5O0NDED INK 15,09,52,,,IT,Ready to WearMENS,RTW CLOTHINGCOAT 1,,€995.00,,,€,1 79.10,€,1 79.10,WFCH01/2023/03/1846-344,CH-2022-000100486,7612501287465,622954400562014000,1.284,1.284,MIX POLYESTME1R:46PL28WO24CO02EA,BONDED M2:Nylon,,,,L1:PL/L2:CO/L3:PL
596171,M3BA327F-520021508,POLYESTER TECFH1N09O FABRIMC ULTISNUFF,09,56,,,IT,Ready to WearMENS,RTW CLOTHINGBOMBER/BLOUSON 1,,€650.00,,,€,1 17.00,€,1 17.00,WFCH01/2023/03/1846-345,CH-2022-000110603,7612501236227,622911700362014000,0.405,0.405,POLYESTER M1:Nylon,TECHNO FABRIC,,,,L1:PL
601451,JARMO 25281,CALF GRAINEDF077 0300 WHITE,34,7,,E,CN,Shoes MENS,SHOES SANDAL 5,,€2 50.00,,,€,4 5.00,€,2 25.00,WFCH01/2023/03/1846-346,CH-2022-000118072,7612506455517,623769800764039992,0.750,3.750,CALF TO:Calf,GRAINED,,,,L1:Calf
601451,JARMO 25281,CALF GRAINEDF077 0300 WHITE,34,8,,E,CN,Shoes MENS,SHOES SANDAL 3,,€2 50.00,,,€,4 5.00,€,1 35.00,WFCH01/2023/03/1846-346,CH-2022-000118072,7612506455524,6237698006 4039992,0.750,2.250,CALF TO:Calf,GRAINED,,,,L1:Calf
601441,PARK-I 25321,CALF SUEDE EMFB4O49SSED 46812 AGATA 2314,,6,,F,IT,Shoes MENS,SHOES DRIVER 1,,€4 50.00,,,€,8 1.00,€,81.00,WFCH01/2023/03/1846-347,CH-2022-000118073,7612506400678,623795003464039992,0.671,0.671,CALF SUEDEM1:100%Calf,EMBOSSECDALF M2:100%Calf,,PLAIN,,LN:100%Calf
601441,PARK-I 25321,CALF SUEDE EMFB4O49SSED 46812 AGATA 2314,,7,,F,IT,Shoes MENS,SHOES DRIVER 1,,€4 50.00,,,€,8 1.00,€,81.00,WFCH01/2023/03/1846-347,CH-2022-000118073,7612506400692,623795003264039992,0.671,0.671,CALF SUEDEM1:100%Calf,EMBOSSECDALF M2:100%Calf,,PLAIN,,LN:100%Calf
601441,PARK-I 25321,CALF SUEDE EMFB4O49SSED 46812 AGATA 2314,,7.5,,F,IT,Shoes MENS,SHOES DRIVER 1,,€4 50.00,,,€,8 1.00,€,81.00,WFCH01/2023/03/1846-347,CH-2022-000118073,7612506400708,623795003164039992,0.671,0.671,CALF SUEDEM1:100%Calf,EMBOSSECDALF M2:100%Calf,,PLAIN,,LN:100%Calf
597289,L7GM431F-6S24014740,SILK PRINTED F144 MULTICRAIE,16,1,,,IT,Ready to WearLADIES,RTW ACCESSORBIAENS DEAU 3,,€9 5.00,,,€,1 7.10,€,51.30,WFCH01/2023/03/1846-348,CH-2022-000118079,7612501247346,622933200162141000,0.030,0.090,SILK Silk,PRINTED,,,,
595142,VALEN.GL.O 18410,BOVINE GRAINEF4D00 BLACK,20,1,,,CN,Accessories MENS,ACC SLG TRAVEL WALLET 1,,€440.00,,,€,7 9.20,€,79.20,WFCH01/2023/03/1846-349,CH-2022-000118080,7612510759038,622537400142023100,0.219,0.219,BOVINE M1:100%Calf,GRAINED,,,,LN:100%Polyester
596314,L5CA371F-7S28060.O343,COTTON JERSEYF655 BLUSH,44,M,,,IT,Ready to WearLADIES,RTW CLOTHINGT-SHIRT / POLO 1,,€158.00,,,€,2 8.44,€,28.44,WFCH01/2023/03/1846-350,CH-2022-000118081,7612510939041,622785200561102000,0.247,0.247,COTTON Cotton,JERSEY,,,,
596314,L5CA371F-7S28060.O343,COTTON JERSEFY655 BLUSH,44,XS,,,IT,Ready to WearLADIES,RTW CLOTHINGT-SHIRT / POLO 1,,€158.00,,,€,2 8.44,€,28.44,WFCH01/2023/03/1846-350,CH-2022-000118081,7612510939027,622785200761102000,0.247,0.247,COTTON Cotton,JERSEY,,,,
602003,JAQUES 25329,CALF PLAIN F013 76614 CUERO 2511,,43,,F,IT,Shoes MENS,SHOES SANDAL 1,,€5 00.00,,,€,9 0.00,€,90.00,WFCH01/2023/03/1846-351,CH-2022-000124266,7612506456798,623806300764039992,0.632,0.632,CALF M1:100%Calf,PLAIN,,,,LN:100%Calf
601302,M5LR657K-7S33038724,MIX COTTON KNF5IT6W0 EAR CHAI,09,46,,,IT,Ready to WearMENS,RTW CLOTHINGSWEATER 1,,€3 70.00,,,€,6 6.60,€,66.60,WFCH01/2023/03/1846-352,CH-2022-000124279,7612506387955,623761400861102000,0.859,0.859,MIX COTTONM1:67CO33NY,KNITWEAR,,,,
601302,M5LR657K-7S33038724,MIX COTTON KNF5IT6W0 EAR CHAI,09,48,,,IT,Ready to WearMENS,RTW CLOTHINGSWEATER 1,,€3 70.00,,,€,6 6.60,€,66.60,WFCH01/2023/03/1846-352,CH-2022-000124279,7612506387962,623761400761102000,0.859,0.859,MIX COTTONM1:67CO33NY,KNITWEAR,,,,
578684,TIANIS-40 06827,MIX COTTON/SFY9N8T1 STRIPERDED BALLY/BEI1G9E,,100,,,IT,Accessories MENS,ACC BELTS FIXED 1,,€2 25.00,,,€,4 0.50,€,40.50,WFCH01/2023/03/1846-353,CH-2022-000100451,7612504234893,618722500562171090,0.188,0.188,MIX COTTONM/1S:YPNCT70PP30,STRIPED CALF M2:100%Bovine,,PLAIN,,LN:100%BullSplit
597555,M5BA540F-215253473,MIX COTTON/EFL1A8S0TAN WADSUHSETDY MARINE0 590,,54,,,IT,Ready to WearMENS,RTW CLOTHINGSHIRT 1,,€3 50.00,,,€,6 3.00,€,63.00,WFCH01/2023/03/1846-354,CH-2022-000100484,7612501554062,623352600462052000,0.474,0.474,MIX COTTONM/1E:L9A7SCToAtNton03Elastane,WASHED,,,,
600582,L7GM483T-6S20414740,SILK PRINTED F602 OCEANIA 21,16,1,,,IT,Ready to WearLADIES,RTW ACCESSORCIAERSRE ? 1,,€2 30.00,,,€,4 1.40,€,41.40,WFCH01/2023/03/1846-355,CH-2022-000110618,7612506438671,623750900162141000,0.051,0.051,SILK Silk,PRINTED,,,,
601969,PARMEL 25324,BOVINE GRAINEF4D79 46812 AGATA 2314,,6.5,,F,IT,Shoes MENS,SHOES DRIVER 1,,€4 20.00,,,€,7 5.60,€,75.60,WFCH01/2023/03/1846-356,CH-2022-000118063,7612506450758,623795303364039992,0.829,0.829,BOVINE M1:100%Bovine,GRAINEDCALF M2:100%Calf,,PLAIN,M3:100%Polyethylene,LN:100%Calf
601969,PARMEL 25324,BOVINE GRAINEF4D79 46812 AGATA 2314,,9,,F,IT,Shoes MENS,SHOES DRIVER 1,,€4 20.00,,,€,7 5.60,€,75.60,WFCH01/2023/03/1846-356,CH-2022-000118063,7612506450802,623795302864039992,0.829,0.829,BOVINE M1:100%Bovine,GRAINEDCALF M2:100%Calf,,PLAIN,M3:100%Polyethylene,LN:100%Calf
601969,PARMEL 25324,BOVINE GRAINEF4D79 46812 AGATA 2314,,9.5,,F,IT,Shoes MENS,SHOES DRIVER 1,,€4 20.00,,,€,7 5.60,€,75.60,WFCH01/2023/03/1846-356,CH-2022-000118063,7612506450819,623795302764039992,0.829,0.829,BOVINE M1:100%Bovine,GRAINEDCALF M2:100%Calf,,PLAIN,M3:100%Polyethylene,LN:100%Calf
601446,BIENY-T 25288,MIX POLYESTERF 1F0A0BRIC 0001 BLACK/WH02ITE,,41,,E,CN,Shoes MENS,SHOES SNEAKER 1,,€380.00,,,€,6 8.40,€,68.40,WFCH01/2023/03/1846-357,CH-2022-000118093,7612506327647,6237704006 4041900,0.632,0.632,MIX POLYESTME1R:PL85RU15,FABRIC CALF M2:100%Calf,,PLAIN,M3:100%Polyethylene,
597617,M5LR555K-7S05005319,COTTON KNITWF1E7A4R WAVE 50,09,46,,,IT,Ready to WearMENS,RTW CLOTHINGSWEATER 1,,€3 00.00,,,€,5 4.00,€,54.00,WFCH01/2023/03/1846-358,CH-2022-000124286,7612501564498,623355800861102000,0.138,0.138,COTTON Cotton,KNITWEAR,,,,
597617,M5LR555K-7S05005319,COTTON KNITWF1E7A4R WAVE 50,09,52,,,IT,Ready to WearMENS,RTW CLOTHINGSWEATER 1,,€3 00.00,,,€,5 4.00,€,54.00,WFCH01/2023/03/1846-358,CH-2022-000124286,7612501564528,623355800561102000,0.138,0.138,COTTON Cotton,KNITWEAR,,,,
597617,M5LR555K-7S05005319,COTTON KNITWF1E7A4R WAVE 50,09,54,,,IT,Ready to WearMENS,RTW CLOTHINGSWEATER 1,,€3 00.00,,,€,5 4.00,€,54.00,WFCH01/2023/03/1846-358,CH-2022-000124286,7612501564535,623355800461102000,0.138,0.138,COTTON Cotton,KNITWEAR,,,,
578684,TIANIS-40 06827,MIX COTTON/SFY9N8T1 STRIPERDED BALLY/BEI1G9E,,100,,,IT,Accessories MENS,ACC BELTS FIXED 1,,€2 25.00,,,€,4 0.50,€,40.50,WFCH01/2023/03/1846-359,CH-2022-000100454,7612504234893,618722500562171090,0.188,0.188,MIX COTTONM/1S:YPNCT70PP30,STRIPED CALF M2:100%Bovine,,PLAIN,,LN:100%BullSplit
583206,B BUCKLE 35 M0.T6827,MIX COTTON/SFY5N6T6 STRIPERDED BALLY/BEI1G9E,,90,,,IT,Accessories MENS,ACC BELTS FIXED/REVERSIBLE 4,,€195.00,,,€,3 5.10,€,1 40.40,WFCH01/2023/03/1846-360,CH-2022-000100455,7612510506687,622145000762171010,0.247,0.988,MIX COTTONM/1S:YPNCT70PP30,STRIPED CALF M2:100%Bovine,,PLAIN,,
596893,ASTORI 35 M.TS2P2575,BOVINE GRAINEF1D75 SMOKE GREY 2019,,110,,,IT,Accessories MENS,ACC BELTS ADJUSTABLE/REVERSIBL1,,€250.00,,,€,4 5.00,€,45.00,WFCH01/2023/03/1846-361,CH-2022-000100455,7612501536570,623226800142033000,0.217,0.217,BOVINE M1:100%Calf,GRAINEDBOVINE SPLIMT 2:YB92PU08,,,,
600831,BROYS-I 25315,CALF RUBBER-CFO00A0TED BLACK,02,40,,E,CN,Shoes MENS,SHOES SNEAKER 1,,€400.00,,,€,7 2.00,€,72.00,WFCH01/2023/03/1846-362,CH-2022-000118072,7612506398562,623771600764039992,0.672,0.672,CALF M1:100%Calf,RUBBER-CAOLAFTED M2:100%Calf,,INTERLACED,M3:100%Nylon,LN:100%Calf
600831,BROYS-I 25315,CALF RUBBER-CFO00A0TED BLACK,02,42,,E,CN,Shoes MENS,SHOES SNEAKER 1,,€400.00,,,€,7 2.00,€,72.00,WFCH01/2023/03/1846-362,CH-2022-000118072,7612506398586,623771600564039992,0.672,0.672,CALF M1:100%Calf,RUBBER-COALAFTED M2:100%Calf,,INTERLACED,M3:100%Nylon,LN:100%Calf
601441,PARK-I 25321,CALF SUEDE EMFB4O49SSED 46812 AGATA 2314,,6,,F,IT,Shoes MENS,SHOES DRIVER 1,,€4 50.00,,,€,8 1.00,€,81.00,WFCH01/2023/03/1846-363,CH-2022-000118074,7612506400678,623795003464039992,0.671,0.671,CALF SUEDEM1:100%Calf,EMBOSSECDALF M2:100%Calf,,PLAIN,,LN:100%Calf
601441,PARK-I 25321,CALF SUEDE EMFB44O9SSED 46812 AGATA 2314,,6.5,,F,IT,Shoes MENS,SHOES DRIVER 1,,€4 50.00,,,€,8 1.00,€,81.00,WFCH01/2023/03/1846-363,CH-2022-000118074,7612506400685,623795003364039992,0.671,0.671,CALF SUEDEM1:100%Calf,EMBOSSECDALF M2:100%Calf,,PLAIN,,LN:100%Calf
601441,PARK-I 25321,CALF SUEDE EMFB4O49SSED 46812 AGATA 2314,,7,,F,IT,Shoes MENS,SHOES DRIVER 2,,€4 50.00,,,€,8 1.00,€,1 62.00,WFCH01/2023/03/1846-363,CH-2022-000118074,7612506400692,623795003264039992,0.671,1.342,CALF SUEDEM1:100%Calf,EMBOSSECDALF M2:100%Calf,,PLAIN,,LN:100%Calf
597554,M4BA144F-399043225,MIX COTTON GFA2B5A1RDINE PAPYRUS 50,09,48,,,IT,Ready to WearMENS,RTW CLOTHINGTROUSERS 1,,€4 00.00,,,€,7 2.00,€,72.00,WFCH01/2023/03/1846-364,CH-2022-000124283,7612501552051,623350600762034200,0.434,0.434,MIX COTTONM1:60CO37PE03PU,GABARDINE,,,,L1:CO
597554,M4BA144F-399043225,MIX COTTON GFA2B5A1RDINE PAPYRUS 50,09,50,,,IT,Ready to WearMENS,RTW CLOTHINGTROUSERS 1,,€4 00.00,,,€,7 2.00,€,72.00,WFCH01/2023/03/1846-364,CH-2022-000124283,7612501552068,6233506006 2034200,0.434,0.434,MIX COTTONM1:60CO37PE03PU,GABARDINE,,,,L1:CO
597554,M4BA144F-399043225,MIX COTTON GFA2B5A1RDINE PAPYRUS 50,09,52,,,IT,Ready to WearMENS,RTW CLOTHINGTROUSERS 1,,€4 00.00,,,€,7 2.00,€,72.00,WFCH01/2023/03/1846-364,CH-2022-000124283,7612501552075,623350600562034200,0.434,0.434,MIX COTTONM1:60CO37PE03PU,GABARDINE,,,,L1:CO
597554,M4BA144F-399043225,MIX COTTON GFA2B5A1RDINE PAPYRUS 50,09,54,,,IT,Ready to WearMENS,RTW CLOTHINGTROUSERS 1,,€4 00.00,,,€,7 2.00,€,72.00,WFCH01/2023/03/1846-364,CH-2022-000124283,7612501552082,623350600462034200,0.434,0.434,MIX COTTONM1:60CO37PE03PU,GABARDINE,,,,L1:CO
601941,M5LR683K-6S24259254,MIX SILK KNIT SFT1R8I1PES BONE/INK,09,50,,,IT,Ready to WearMENS,RTW CLOTHINGSWEATER 1,,€3 20.00,,,€,5 7.60,€,57.60,WFCH01/2023/03/1846-365,CH-2022-000124284,7612506351765,6237618006 1099000,0.168,0.168,MIX SILK M1:65SE35PL,KNIT STRIPES,,,,
594101,L9PO031L-1S01060238,LAMB NAPPA F823 MAUVE,13,7,,,IT,Ready to WearLADIES,RTW ACCESSORGIELOS VES 1,,€2 50.00,,,€,4 5.00,€,45.00,WFCH01/2023/03/1846-366,CH-2022-000100460,7612510634977,622364600542032900,0.188,0.188,LAMB M1:Lamb,NAPPA,,,,L1:70WO30Cashmere
